name,ncpus,bytes/word,COPY,SCALE,ADD,TRIAD,Clock,FP-OP/clock,shared_memory,distributed_memory,Uniprocessor,Other,result_type,obsolete,type,date,link
DEC_8400_5-440_cluster,56,8,7811.2,5617.3,8328.5,6161.7,440.,2.0,N,Y,N,N,S,N,N,1997.01.21,
DEC_DECsystem_5500,1,8,26.0,26.7,25.0,23.3,30.0,2.0,N,N,Y,N,S,N,N,2002.11.13,2002/0028.html
DEC_Multia,1,8,26.4,26.7,26.7,26.5,166.0,2.0,N,N,Y,N,S,N,N,2002.11.15,2002/0031.html
DEC_VAX_6000-410_vector,1,8,58.5,58.5,61.4,51.2,45.0,2.0,N,N,Y,N,S,N,N,1993.10.03,
DEC_VAX_9000-420,1,4,82.3,82.3,78.5,78.5,62.5,1.0,N,N,Y,N,S,N,N,1993.04.21,
DEC_VAX_9000-420,1,8,144.0,164.6,172.8,157.1,62.5,1.0,N,N,Y,N,S,N,N,1993.04.21,
DolphinServerSystemsTriton88K,1,8,13.4,9.7,12.4,10.4,20.0,2.0,Y,N,N,N,S,N,N,2002.11.13,2002/0030.html
ETA-10E,1,8,2974.7,3010.5,4357.5,4214.8,95.2,4.0,N,N,Y,N,S,N,N,1991.10.03,1991/0048.html
ETA-10G_(est),1,8,4512.0,4512.0,6768.0,6768.0,142.0,4.0,N,N,Y,N,S,N,N,1991.10.03,
FPS_510_EA_scalar,1,4,14.1,11.6,13.1,11.8,33.0,1.0,N,N,Y,N,S,N,N,1991.10.04,
FPS_510_EA_scalar,1,8,26.1,21.6,23.7,21.4,33.0,1.0,N,N,Y,N,S,N,N,1991.10.04,
FPS_511_(1_vector),1,8,288.0,180.0,216.0,196.4,67.0,1.0,N,N,Y,N,S,N,N,1991.10.04,
FPS_511_EA_vector,1,4,121.2,83.3,93.0,93.0,33.0,1.0,N,N,Y,N,S,N,N,1991.10.04,
FPS_511_EA_vector,1,8,246.2,168.4,187.0,187.0,33.0,1.0,N,N,Y,N,S,N,N,1991.10.04,
FPS_511_SPARC_scalar,1,4,37.2,31.0,27.5,26.6,67.0,1.0,N,N,Y,N,S,N,N,1991.10.04,
FPS_511_SPARC_scalar,1,8,47.9,45.0,36.5,34.2,67.0,1.0,N,N,Y,N,S,N,N,1991.10.04,
FPS_511_SPARC_vector,1,4,124.6,85.3,95.0,95.0,67.0,1.0,N,N,Y,N,S,N,N,1991.10.04,
FPS_511_SPARC_vector,1,8,250.5,170.8,190.5,190.2,67.0,1.0,N,N,Y,N,S,N,N,1991.10.04,
FPS_MCP104,1,4,154.6,103.7,115.9,93.1,40.0,1.0,Y,N,N,N,S,N,N,1991.10.04,
FPS_MCP104,1,8,154.1,154.0,131.2,130.9,40.0,1.0,Y,N,N,N,S,N,N,1991.10.04,
FPS_MCP728,7,4,1046.2,478.0,393.0,394.8,40.0,1.0,Y,N,N,N,S,N,N,1991.10.04,
FPS_MCP728,7,8,1040.5,1036.8,890.4,887.6,40.0,1.0,Y,N,N,N,S,N,N,1991.10.04,
Fujitsu_HAL_300-330,1,8,290.9,290.9,331.0,331.0,100.0,2.0,N,N,Y,N,S,N,N,1995.12.06,
Fujitsu_HAL_300-350,1,8,369.2,384.0,400.0,411.4,118.0,2.0,N,N,Y,N,S,N,N,1995.12.06,
Fujitsu_HAL_375,1,8,421,428,468,474,141,2.0,N,N,Y,N,S,N,N,1997.05.22,
Fujitsu_HAL_385,1,8,461,476,522,523,161,2.0,N,N,Y,N,S,N,N,1997.05.22,
Fujitsu_SPARC_Enterprise_M9000,64,8,114920,114618,130035,134369,2400.,4.0,Y,N,N,N,S,N,N,2007.04.17,2007/0008.html
Fujitsu_SPARC_Enterprise_M9000,128,8,224401,223113,224271,227059,2400.,4.0,Y,N,N,N,S,N,N,2007.04.17,2007/0009.html
Fujitsu_SPARC_Enterprise_M9000,128,8,146022.3,147477.1,164282.9,164610.9,2880.0,4.0,Y,N,N,N,S,N,N,2009.10.12,2009/0007.html
Fujitsu_SPARC_Enterprise_M8000,32,8,60313.6,60230.8,69301.1,69629.9,2400.,4.0,Y,N,N,N,S,N,N,2007.04.17,2007/0007.html
Fujitsu_SPARC_Enterprise_M8000,16,8,69711.1,71800.4,82492.8,81750.8,2880.0,4.0,Y,N,N,N,S,N,N,2009.10.12,2009/0006.html
Fujitsu_SPARC_Enterprise_M5000,16,8,24831.2,24791.2,25239.3,25292.3,2150.,4.0,Y,N,N,N,S,N,N,2007.04.17,2007/0006.html
Fujitsu_SPARC_Enterprise_M4000,8,8,12566.4,12539.2,12708.7,12709.3,2150.,4.0,Y,N,N,N,S,N,N,2007.04.17,2007/0005.html
Fujitsu_SPARC_Enterprise_M3000,1,8,6428.6,4478.0,5038.7,5101.5,2750.0,4.0,Y,N,N,N,S,N,N,2010.01.07,2010/0000.html
Fujitsu_SPARC_Enterprise_M3000,1,8,5556.8,3862.0,4490.7,4527.4,2520.0,4.0,Y,N,N,N,S,N,N,2008.10.24,2008/0009.html
Fujitsu_SPARC_M10-1,16,8,56257.3,57466.8,64822.7,64913.4,2800.0,8.0,Y,N,N,N,S,N,N,2013.09.17,2013/0013.html
Fujitsu_SPARC_M10-4,64,8,226457,229113,258815,259134,2800.0,8.0,Y,N,N,N,S,N,N,2013.09.17,2013/0014.html
Fujitsu_SPARC_M10-4S,16,8,56341.5,57515.5,64977.1,65003.0,3000.0,8.0,Y,N,N,N,S,N,N,2013.05.20,2013/0005.html
Fujitsu_SPARC_M10-4S,64,8,224697,229333,259073,259313,3000.0,8.0,Y,N,N,N,S,N,N,2013.05.20,2013/0006.html
Fujitsu_SPARC_M10-4S,256,8,890337.8,904156.1,1020663,1023643,3000.0,8.0,Y,N,N,N,S,N,N,2013.03.26,2013/0003.html
Fujitsu_SPARC_M10-4S,512,8,1793975,1832375,2070683,2071809,3000.0,8.0,Y,N,N,N,S,N,N,2013.09.11,2013/0007.html
Fujitsu_SPARC_M10-4S,1024,8,3474998,3500800,3956102,4002703,3000.0,8.0,Y,N,N,N,S,N,N,2013.03.26,2013/0004.html
Fujitsu_SPARC_M12-2S,192,8,1322423,1299737,1479182,1530865,4250.0,8.0,Y,N,N,N,S,N,N,2017.04.04,2017/0002.html
Fujitsu_SPARC_M12-2S,96,8,675848.7,673287.3,774468.6,777986.2,4250.0,8.0,Y,N,N,N,S,N,N,2017.04.04,2017/0001.html
Fujitsu_SPARC_M12-2,12,8,122797.3,122306.9,127416.7,127750.2,3900.0,8.0,Y,N,N,N,T,N,N,2017.04.04,2017/0000.html
Fujitsu_VPP5000,1,8,37780,35724,34595,37544,300,32,N,N,Y,N,S,N,N,2001.01.31,2001/0001.html
HP_A520N,1,8,1257.3,1201.2,1359.4,1343.0,2200.,1.0,N,N,Y,N,S,N,N,2004.04.28,2004/0009.html
HP_9000-712_80,1,8,66.7,66.7,75.0,75.0,80.0,1.0,N,N,Y,N,S,N,N,1996.10.28,
HP_9000-720,1,4,44.4,47.1,48.0,52.1,50.0,1.0,N,N,Y,N,S,N,N,1993.10.28,
HP_9000-720,1,8,48.5,50.0,50.0,53.3,50.0,1.0,N,N,Y,N,S,N,N,1993.10.28,
HP_9000-730,1,4,40.0,36.9,45.0,40.0,66.0,1.0,N,N,Y,N,S,N,N,1991.10.01,1991/0031.html
HP_9000-730,1,8,53.3,48.0,55.4,55.4,66.0,1.0,N,N,Y,N,S,N,N,1991.10.01,1991/0031.html
HP_9000-735_99,1,8,68.6,68.6,72.0,80.0,99.0,2.0,N,N,Y,N,S,N,N,1993.04.22,
HP_9000-755_125,1,8,67.8,69.0,75.0,73.6,125.0,2.0,N,N,Y,N,S,N,N,1996.10.28,
HP_B2000,1,8,866.7,885.1,975.0,960.0,400.0,4.0,N,N,Y,N,S,N,N,2000.02.08,2000/0002.html
HP_C160,1,8,195.9,259.5,192.0,194.6,160,4.0,N,N,Y,N,S,N,N,1996.07.27,
HP_C180,1,8,262.3,262.3,244.9,242.4,180,4.0,N,N,Y,N,S,N,N,1996.12.07,
HP_AlphaServer_DS15,1,8,1496,1561,1539,1539,1000.0,2.0,N,N,Y,N,S,N,N,2004.06.17,2004/0014.html
HP_AlphaServer_ES47-1150,4,8,22403,22581,24848,24704,1150.0,2.0,Y,N,N,N,S,N,N,2004.06.18,2004/0015.html
HP_AlphaServer_ES47-1150,2,8,11402,11562,12684,12638,1150.0,2.0,Y,N,N,N,S,N,N,2004.06.18,2004/0015.html
HP_AlphaServer_ES47-1150,1,8,5771,5757,6317,6307,1150.0,2.0,Y,N,N,N,S,N,N,2004.06.18,2004/0015.html
HP_AlphaServer_ES47,4,8,19933,20106,22247,22105,1000.0,2.0,Y,N,N,N,S,N,N,2003.01.23,2003/0006.html
HP_AlphaServer_ES47,2,8,9843,9967,10986,10986,1000.0,2.0,Y,N,N,N,S,N,N,2003.01.23,2003/0006.html
HP_AlphaServer_ES47,1,8,5060,5060,5689,5578,1000.0,2.0,Y,N,N,N,S,N,N,2003.01.23,2003/0006.html
HP_AlphaServer_ES80-1150,8,8,44415,45203,49091,49729,1150.0,2.0,Y,N,N,N,S,N,N,2004.06.18,2004/0015.html
HP_AlphaServer_ES80-1150,4,8,22403,22581,24848,24704,1150.0,2.0,Y,N,N,N,S,N,N,2004.06.18,2004/0015.html
HP_AlphaServer_ES80-1150,2,8,11402,11562,12684,12638,1150.0,2.0,Y,N,N,N,S,N,N,2004.06.18,2004/0015.html
HP_AlphaServer_ES80-1150,1,8,5771,5757,6317,6307,1150.0,2.0,Y,N,N,N,S,N,N,2004.06.18,2004/0015.html
HP_AlphaServer_ES80,8,8,39898,40532,44519,44467,1000.0,2.0,Y,N,N,N,S,N,N,2003.01.23,2003/0006.html
HP_AlphaServer_ES80,4,8,19933,20106,22247,22105,1000.0,2.0,Y,N,N,N,S,N,N,2003.01.23,2003/0006.html
HP_AlphaServer_ES80,2,8,9843,9967,10986,10986,1000.0,2.0,Y,N,N,N,S,N,N,2003.01.23,2003/0006.html
HP_AlphaServer_ES80,1,8,5060,5060,5689,5578,1000.0,2.0,Y,N,N,N,S,N,N,2003.01.23,2003/0006.html
HP_AlphaServer_GS1280-1300,64,8,407351,400142,437010,431450,1300.0,2.0,Y,N,N,N,S,N,N,2004.08.11,2004/0027.html
HP_AlphaServer_GS1280-1300,32,8,207441,207441,226230,224390,1300.0,2.0,Y,N,N,N,S,N,N,2004.06.18,2004/0015.html
HP_AlphaServer_GS1280-1300,16,8,104024,104024,114561,114514,1300.0,2.0,Y,N,N,N,S,N,N,2004.06.18,2004/0015.html
HP_AlphaServer_GS1280-1300,8,8,50584,52674,57506,57506,1300.0,2.0,Y,N,N,N,S,N,N,2004.06.18,2004/0015.html
HP_AlphaServer_GS1280-1300,4,8,25292,26337,28971,28731,1300.0,2.0,Y,N,N,N,S,N,N,2004.06.18,2004/0015.html
HP_AlphaServer_GS1280-1300,2,8,13109,13039,14325,14376,1300.0,2.0,Y,N,N,N,S,N,N,2004.06.18,2004/0015.html
HP_AlphaServer_GS1280-1300,1,8,6584,6484,7159,7210,1300.0,2.0,Y,N,N,N,S,N,N,2004.06.18,2004/0015.html
HP_AlphaServer_GS1280,64,8,347712.3,341890.6,373126.5,377727.8,1150.0,2.0,Y,N,N,N,S,N,N,2003.08.19,2003/0016.html
HP_AlphaServer_GS1280,32,8,177662.1,171680.2,186545.2,180608.2,1150.0,2.0,Y,N,N,N,S,N,N,2003.08.19,2003/0016.html
HP_AlphaServer_GS1280,16,8,92038,92038,100902,100902,1150.0,2.0,Y,N,N,N,S,N,N,2003.01.23,2003/0006.html
HP_AlphaServer_GS1280,8,8,45203,46102,51125,50384,1150.0,2.0,Y,N,N,N,S,N,N,2003.01.23,2003/0006.html
HP_AlphaServer_GS1280,4,8,22804,23030,25359,25376,1150.0,2.0,Y,N,N,N,S,N,N,2003.01.23,2003/0006.html
HP_AlphaServer_GS1280,2,8,11397,11562,12680,12680,1150.0,2.0,Y,N,N,N,S,N,N,2003.01.23,2003/0006.html
HP_AlphaServer_GS1280,1,8,5816,5816,6488,6345,1150.0,2.0,Y,N,N,N,S,N,N,2003.01.23,2003/0006.html
HP_Integrity_BL870c_i2,16,8,43304,43073,49269,49533,1730.0,4.0,Y,N,N,N,S,N,N,2010.02.08,2010/0004.html
HP_Integrity_BL870c,8,8,4620,4588,5427,5449,1590.0,4.0,Y,N,N,N,S,N,N,2010.02.08,2010/0001.html
HP_Integrity_BL860c,1,8,4829,4822,5594,5611,1600.0,4.0,Y,N,N,N,S,N,N,2007.02.13,2007/0003.html
HP_Integrity_SuperDome_dc,128,8,154504,152999,169468,170833,1600.0,4.0,Y,N,N,N,S,N,N,2006.07.14,2006/0013.html
HP_Integrity_SuperDome_dc,64,8,77274,76845,85409,85792,1600.0,4.0,Y,N,N,N,S,N,N,2006.07.14,2006/0013.html
HP_Integrity_SuperDome_dc,32,8,38615,38495,42838,42922,1600.0,4.0,Y,N,N,N,S,N,N,2006.07.14,2006/0013.html
HP_Integrity_SuperDome,64,8,116141,114618,127868,128686,1600.0,4.0,Y,N,N,N,S,N,N,2006.03.21,2006/0008.html
HP_Integrity_SuperDome,32,8,58129,57735,64496,64715,1600.0,4.0,Y,N,N,N,S,N,N,2006.03.21,2006/0008.html
HP_Integrity_SuperDome,16,8,29036,28979,32357,32407,1600.0,4.0,Y,N,N,N,S,N,N,2006.03.21,2006/0008.html
HP_Integrity_rx8640,16,8,29097,28672,32220,32472,1600.0,4.0,Y,N,N,N,S,N,N,2006.03.21,2006/0010.html
HP_Integrity_rx8640,8,8,14540,14406,16188,16271,1600.0,4.0,Y,N,N,N,S,N,N,2006.03.21,2006/0010.html
HP_Integrity_rx3600,1,8,4817,4783,5573,5583,1600.0,4.0,Y,N,N,N,S,N,N,2006.09.21,2006/0021.html
HP_Integrity_rx6600,1,8,4773,4713,5511,5605,1600.0,4.0,Y,N,N,N,S,N,N,2006.09.21,2006/0022.html
HP_Integrity_rx8640_dc,32,8,38660,38355,42441,42786,1600.0,4.0,Y,N,N,N,S,N,N,2006.09.21,2006/0020.html
HP_Integrity_rx8640_dc,16,8,19297,19174,21318,21391,1600.0,4.0,Y,N,N,N,S,N,N,2006.09.21,2006/0020.html
HP_Integrity_rx7640_dc,16,8,19441,18987,21156,21432,1600.0,4.0,Y,N,N,N,S,N,N,2006.09.21,2006/0019.html
HP_Integrity_rx7640_dc,8,8,9683,9621,10620,10693,1600.0,4.0,Y,N,N,N,S,N,N,2006.09.21,2006/0019.html
HP_Integrity_rx7640,8,8,14542,14440,16187,16279,1600.0,4.0,Y,N,N,N,S,N,N,2006.03.21,2006/0009.html
HP_Integrity_rx7640,4,8,7269,7235,8121,8142,1600.0,4.0,Y,N,N,N,S,N,N,2006.03.21,2006/0009.html
HP_Integrity_rx2660,1,8,4809,4794,5580,5595,1600.0,4.0,Y,N,N,N,S,N,N,2007.02.13,2007/0002.html
HP_Integrity_SuperDome_16cell,64,8,82276,81269,83037,84049,1500.0,4.0,Y,N,N,N,S,N,N,2004.04.30,2004/0008.html
HP_Integrity_SuperDome_8cell,32,8,41382,40900,41559,42135,1500.0,4.0,Y,N,N,N,S,N,N,2004.04.30,2004/0008.html
HP_Integrity_SuperDome_4cell,16,8,20733,20481,20786,21053,1500.0,4.0,Y,N,N,N,S,N,N,2004.04.30,2004/0008.html
HP_Integrity_SuperDome_16cell,32,8,81855,80863,82734,82353,1500.0,4.0,Y,N,N,N,S,N,N,2004.04.30,2004/0008.html
HP_Integrity_SuperDome_8cell,16,8,40971,40472,41149,41143,1500.0,4.0,Y,N,N,N,S,N,N,2004.04.30,2004/0008.html
HP_Integrity_SuperDome,64,8,82695,82476,83013,84223,1500.0,4.0,Y,N,N,N,S,N,C,2003.09.22,2003/0021.html
HP_Integrity_SuperDome,32,8,41336,41294,41485,42188,1500.0,4.0,Y,N,N,N,S,N,C,2003.09.22,2003/0021.html
HP_Integrity_SuperDome,16,8,20701,20699,20793,21113,1500.0,4.0,Y,N,N,N,S,N,C,2003.09.22,2003/0021.html
HP_Integrity_rx8620,16,8,19913,19888,20118,20511,1500.0,4.0,Y,N,N,N,S,N,N,2003.11.03,2003/0025.html
HP_Integrity_rx7620,8,8,10108,10052,10237,10283,1500.0,4.0,Y,N,N,N,S,N,N,2003.11.03,2003/0024.html
HP_Integrity_rx7620,4,8,5067,5039,5120,5149,1500.0,4.0,Y,N,N,N,S,N,N,2003.11.03,2003/0024.html
HP_Integrity_rx4640,1,8,3428,3436,3932,3939,1600.0,4.0,Y,N,N,N,S,N,N,2004.11.08,2004/0039.html
HP_Integrity_rx2620,1,8,3459,3470,4030,4034,1600.0,4.0,Y,N,N,N,S,N,N,2004.11.08,2004/0038.html
HP_Integrity_rx1620,1,8,4382,4393,5027,5031,1600.0,4.0,Y,N,N,N,S,N,N,2004.11.08,2004/0037.html
HP_J-200,1,8,124.1,124.1,157.5,156.5,100.0,2.0,N,N,Y,N,S,N,N,1995.08.15,
HP_J-210,2,8,199.4,199.3,235.7,230.8,120.0,2.0,Y,N,N,N,S,N,N,1996.01.17,
HP_J-210,1,8,146.1,149.5,191.7,190.3,120.0,2.0,Y,N,N,N,S,N,N,1995.12.07,
HP_J6700,1,8,876.3,893.8,979.6,994.8,750.0,4.0,N,N,Y,N,S,N,N,2001.05.18,2001/0016.html
HP_K-200,1,8,141.2,137.1,156.5,160.0,100.0,2.0,N,N,N,N,S,N,N,1996.01.10,
HP_N4000,8,8,1759.0928,1755.9066,1917.2391,1919.6778,440.,4.0,Y,N,N,N,S,N,N,1999.05.19,1999/0024.html
HP_N4000,1,8,759.9506,758.6967,834.5851,836.1392,440.,4.0,Y,N,N,N,S,N,N,1999.05.12,1999/0020.html
HP_9000_Superdome_16cell,64,8,29028,27113,30289,30560,1000.0,4.0,Y,N,N,N,S,N,N,2004.02.10,2004/0004.html
HP_9000_Superdome_8cell,64,8,14662,14927,15727,15839,1000.0,4.0,Y,N,N,N,S,N,N,2004.02.10,2004/0004.html
HP_SuperDome,64,8,25230.7,21163.1,26102.1,26717.2,552.,4.0,Y,N,N,N,S,N,N,2001.05.19,2001/0019.html
HP_SuperDome,32,8,12704.8,12735.1,13484.5,13410.1,552.,4.0,Y,N,N,N,S,N,N,2001.05.19,2001/0018.html
HP_SuperDome,16,8,6504.6,6482.3,6856.3,6864.3,552.,4.0,Y,N,N,N,S,N,N,2001.05.19,2001/0017.html
HP_SuperDome_750,64,8,25762.3,21769.9,25675.0,26549.2,750.,4.0,Y,N,N,N,S,N,N,2001.09.21,2001/0035.html
HP_SuperDome_750,32,8,13059.5,12838.3,13526.4,13591.2,750.,4.0,Y,N,N,N,S,N,N,2001.09.21,2001/0034.html
HP_SuperDome_750,16,8,6508.9,6514.8,6844.6,6870.1,750.,4.0,Y,N,N,N,S,N,N,2001.09.21,2001/0033.html
HP_V2500,32,8,3934.3,4193.3,3926.3,4027.5,440.,4.0,Y,N,N,N,S,N,N,1999.05.12,
HP_V2500,1,8,371.4,366.9,347.0,355.7,440.,4.0,Y,N,N,N,S,N,N,1999.05.12,1999/0022.html
HP_V2600_Enterprise,32,8,3993.9,4139.0,3544.0,3898.3,552.,4.0,Y,N,N,N,S,N,N,2000.02.01,2000/0000.html
HP_V2600_Enterprise,24,8,3741.4,3946.3,3304.5,3283.6,552.,4.0,Y,N,N,N,S,N,N,2000.02.01,2000/0000.html
HP_V2600_Enterprise,16,8,3056.2,3081.4,3209.9,3194.0,552.,4.0,Y,N,N,N,S,N,N,2000.02.01,2000/0000.html
HP_V2600_Enterprise,8,8,1539.8,1547.7,1645.0,1621.5,552.,4.0,Y,N,N,N,S,N,N,2000.02.01,2000/0000.html
HP_V2600_Enterprise,1,8,390.1,389.5,371.6,376.4,552.,4.0,Y,N,N,N,S,N,N,2000.02.01,2000/0000.html
HP_V2600_Technical,16,8,4093.7,4209.4,3663.1,3706.8,552.,4.0,Y,N,N,N,S,N,N,2000.02.01,2000/0001.html
HP_V2600_Technical,8,8,2977.7,3005.0,2583.5,2653.1,552.,4.0,Y,N,N,N,S,N,N,2000.02.01,2000/0001.html
HP_V2600_Technical,4,8,1358.5,1458.1,1438.1,1502.8,552.,4.0,Y,N,N,N,S,N,N,2000.02.01,2000/0001.html
HP_V2600_Technical,1,8,390.3,389.9,370.2,384.17,552.,4.0,Y,N,N,N,S,N,N,2000.02.01,2000/0001.html
HP_i2000,1,8,1159,1177,1379,1403,800.0,4.0,Y,N,N,N,S,N,N,2001.05.23,2001/0020.html
HP_rp8420-32_4cell,32,8,10094,10002,10544,10641,1000.0,4.0,Y,N,N,N,S,N,N,2004.02.10,2004/0002.html
HP_rp8420-32_4cell,16,8,10136,10117,10639,10700,1000.0,4.0,Y,N,N,N,S,N,N,2004.02.10,2004/0002.html
HP_rp8420-32_2cell,16,8,7932,7928,8408,8395,1000.0,4.0,Y,N,N,N,S,N,N,2004.02.10,2004/0002.html
HP_rp7420-16_2cell,16,8,8030,7964,8753,8809,1000.0,4.0,Y,N,N,N,S,N,N,2004.02.10,2004/0003.html
HP_rp7420-16_2cell,8,8,7877,7844,8672,8689,1000.0,4.0,Y,N,N,N,S,N,N,2004.02.10,2004/0003.html
HP_rp7420-16_1cell,8,8,4979,4971,4910,5098,1000.0,4.0,Y,N,N,N,S,N,N,2004.02.10,2004/0003.html
HP_rp7410,8,8,3118,3045,3278,3275,750.0,4.0,Y,N,N,N,S,N,N,2002.02.26,2002/0006.html
HP_rp7410,4,8,1584,1547,1668,1659,750.0,4.0,Y,N,N,N,S,N,N,2002.02.26,2002/0005.html
HP_rx2600,1,8,3453.0,3453.1,4020.4,4027.8,1000.0,4.0,Y,N,N,N,S,N,N,2002.11.07,2002/0025.html
Hitachi_S3600,1,8,12782.6,6500.1,11320.8,10819.8,250.0,12.0,N,N,Y,N,S,N,N,1998.05.18,
Hitachi_SR8000,8,8,20834.7,22046.2,22787.7,22481.4,250.0,4.0,Y,N,N,N,S,N,N,2000.05.04,2000/0012.html
Hitachi_SR_2201,1,8,775.7,736.1,829.,826.9,150.,2.0,Y,N,N,N,S,N,N,1998.03.12,
IBM_BladeCenter_JS22_AIX,4,8,13607,13589,15416,15457,4000.,4.0,Y,N,N,N,S,N,N,2007.11.06,2007/0017.html
IBM_BladeCenter_JS22_Express,4,8,13939,13924,15669,15701,4000.,4.0,Y,N,N,N,S,N,N,2007.11.05,2007/0016.html
IBM_BladeCenter_JS21,2,8,7053.44,6321.18,6560.83,6521.02,2700.,4.0,Y,N,N,N,T,N,N,2006.02.08,2006/0000.html
IBM-SP2-thin_II,1,8,320.0,320.0,352.0,352.0,66.0,4.0,Y,N,N,N,S,N,N,1996.04.22,
IBM-SP_P2SC_120MHz-thin,1,8,690.6,684.6,787.2,786.8,120.0,4.0,Y,N,N,N,S,N,N,1997.05.03,
IBM_3090J-VF,1,4,202.5,166.5,173.0,173.9,66.0,2.0,Y,N,N,N,S,N,N,1991.11.07,
IBM_3090J-VF,1,8,251.9,250.1,288.5,264.6,66.0,2.0,Y,N,N,N,S,N,N,1991.11.07,
IBM_3090J_scalar,1,4,92.8,56.1,72.6,68.5,66.0,2.0,Y,N,N,N,S,N,N,1991.11.07,
IBM_3090J_scalar,1,8,117.5,95.5,132.5,104.7,66.0,2.0,Y,N,N,N,S,N,N,1991.11.07,
IBM_Power_755,32,8,105418,104865,121341,121360,3300.0,8.0,Y,N,N,N,S,N,N,2010.02.08,2010/0003.html
IBM_Power_750_Express,24,8,106266,105715,123057,122766,3300.0,8.0,Y,N,N,N,S,N,N,2010.02.08,2010/0002.html
IBM_Power_595,64,8,679207.2,624707.8,777334.8,805804.6,5000.0,4.0,Y,N,N,N,S,N,N,2008.04.07,2008/0002.html
IBM_Power_575,32,8,142708.2,142612.4,159010.7,162844.0,4700.0,4.0,Y,N,N,N,S,N,N,2008.04.07,2008/0003.html
IBM_Power_575_RHEL,32,8,134795,134036,157155,158639,4700.0,4.0,Y,N,N,N,S,N,N,2008.05.30,2008/0006.html
IBM_Power_570,4,8,26996,27206,29035,29404,4700.0,4.0,Y,N,N,N,S,N,N,2007.10.30,2007/0013.html
IBM_RS-6000-250,1,4,58.2,51.2,53.3,53.3,66.0,1.0,N,N,Y,N,S,N,N,1994.06.19,
IBM_RS-6000-250,1,8,71.1,67.4,73.8,73.8,66.0,1.0,N,N,Y,N,S,N,N,1994.06.19,
IBM_RS-6000-43P,1,8,63.2,63.2,70.6,70.6,133.0,2.0,N,N,Y,N,S,N,N,1996.11.26,
IBM_RS-6000-43P_hand,1,8,96.0,96.0,94.7,94.7,133.0,2.0,N,N,Y,N,S,N,N,1996.11.26,
IBM_RS-6000-C10,1,8,72.7,72.7,81.8,80.0,80.0,1.0,N,N,Y,N,S,N,N,1996.11.26,
IBM_RS-6000-C10_hand,1,8,126.3,100.0,120.0,116.1,80.0,1.0,N,N,Y,N,T,N,N,1996.11.26,
IBM_RS6000-320,1,4,44.4,33.3,40.0,40.0,20.0,2.0,N,N,Y,N,S,N,N,1991.09.30,
IBM_RS6000-320,1,8,61.5,61.5,60.0,60.0,20.0,2.0,N,N,Y,N,S,N,N,1991.09.30,
IBM_RS6000-320H,1,4,60.0,40.0,54.0,54.0,25.0,2.0,N,N,Y,N,S,N,N,1992.02.25,1992/0013.html
IBM_RS6000-320H,1,8,96.0,96.0,90.0,90.0,25.0,2.0,N,N,Y,N,S,N,N,1992.02.25,1992/0013.html
IBM_RS6000-355,1,4,100.0,84.2,85.7,85.7,41.6,2.0,N,N,Y,N,S,N,N,1993.04.21,
IBM_RS6000-355,1,8,133.3,133.3,114.3,120.0,41.6,2.0,N,N,Y,N,S,N,N,1993.04.21,
IBM_RS6000-397,1,8,778.8,777.5,883.1,882.4,160.0,4.0,N,N,Y,N,S,N,N,1998.04.17,
IBM_RS6000-43P-260,2,8,960.9,965.7,1138.7,1112.3,200.,4.,N,N,Y,N,S,N,N,1999.11.03,1999/0037.html
IBM_RS6000-43P-260,1,8,597.5,569.3,757.3,776.1,200.,4.,N,N,Y,N,S,N,N,1999.11.03,1999/0037.html
IBM_RS6000-43P-260,1,8,941.8,985.1,1096.3,1102.8,200.,4.,N,N,Y,N,T,N,N,1998.10.08,
IBM_RS6000-530,1,4,72.7,44.4,61.5,60.0,25.0,2.0,N,N,Y,N,S,N,N,1991.09.30,
IBM_RS6000-530,1,8,114.3,106.7,109.1,114.3,25.0,2.0,N,N,Y,N,S,N,N,1991.09.30,
IBM_RS6000-540,1,8,145.5,129.7,144.0,144.0,30.0,2.0,N,N,Y,N,S,N,N,1991.10.04,
IBM_RS6000-550,1,8,240.0,240.0,196.4,216.0,41.6,2.0,N,N,Y,N,S,N,N,1992.07.20,
IBM_RS6000-560,1,8,228.6,228.6,240.0,240.0,50.0,2.0,N,N,Y,N,S,N,N,1992.07.20,
IBM_RS6000-580,1,4,173.9,142.9,187.5,166.7,62.5,2.0,N,N,Y,N,S,N,N,1993.05.04,
IBM_RS6000-580,1,8,275.9,275.9,250.0,240.0,62.5,2.0,N,N,Y,N,S,N,N,1993.05.04,
IBM_RS6000-590,1,8,600.0,533.3,654.5,654.5,66.0,4.0,N,N,Y,N,S,N,N,1994.02.27,
IBM_RS6000-591,1,8,711.1,695.7,750.0,800.0,77.0,4.0,N,N,Y,N,S,N,N,1996.04.24,
IBM_RS6000-595,1,8,620.9,650.5,660.7,689.5,135.,4.0,N,N,Y,N,S,N,N,1997.04.07,
IBM_RS6000-850,1,8,45.7,44.4,53.3,53.3,133.,2.0,N,N,Y,N,S,N,N,1997.04.04,
IBM_RS6000-950,1,4,123.1,74.4,102.1,100.0,41.6,2.0,N,N,Y,N,S,N,N,1991.09.30,
IBM_RS6000-950,1,8,193.9,177.8,195.9,192.0,41.6,2.0,N,N,Y,N,S,N,N,1991.09.30,
